-4.359169,36.7210675,-4.3662715,36.722237,646.252625924,6.3778597738
-4.3662715,36.722237,-4.3737602,36.7224434,667.8433276864,50.82918082
-4.3737602,36.7224434,-4.3798596,36.7219447,546.4460436722,41.5881463752
-4.3798596,36.7219447,-4.3853259,36.7214975,489.7324918333,37.2719268135
-4.3798327,36.7214459,-4.3732882,36.7215491,584.1257155923,40.0771893915
-4.3732882,36.7215491,-4.366293,36.7199323,647.8976560899,44.5595814654
-4.3798327,36.7214459,-4.3853259,36.7214975,489.6341541006,33.6351455008
-4.3853259,36.7214975,-4.392643,36.7229594,672.109551652,56.7640669682
-4.392643,36.7229594,-4.4016981,36.7210331,835.0018281386,70.5193290563
-4.4016981,36.7210331,-4.4066763,36.7196743,468.7254575666,55.5425746858
-4.4066763,36.7196743,-4.4119119,36.7197087,466.6675322785,55.3235134985
-4.4119119,36.7197087,-4.4204307,36.7168707,822.2653514169,97.4181088805
-4.4073522,36.7210138,-4.4118878,36.7210159,404.2535801302,14.7459539832
-4.4118878,36.7210159,-4.4134998,36.7213943,149.70999,4.5367674532
-4.4073522,36.7210138,-4.4066763,36.7196743,160.6673283909,0.8341353031
-4.4170189,36.7226498,-4.4154954,36.7246449,260.1006164006,7.1844183865
-4.4154954,36.7246449,-4.4139504,36.7268463,280.8551205005,7.6584267269
-4.4134998,36.7213943,-4.4170189,36.7226498,343.3158843963,17.5164965266
-4.4170189,36.7226498,-4.4207525,36.7243698,383.8080557441,7.895511906
-4.4207525,36.7243698,-4.4252372,36.7213169,524.4080362735,10.7799347305
-4.4118878,36.7210159,-4.4210744,36.7181177,879.9439043026,45.9156109421
-4.4210744,36.7181177,-4.4251513,36.7171287,379.6620052128,26.9463120315
-4.4251513,36.7171287,-4.4245398,36.7147894,265.7676182871,13.9511402552
-4.4245398,36.7147894,-4.4239283,36.7133101,173.2865384185,9.098701382
-4.4204307,36.7168707,-4.4239283,36.7133101,503.93302299,47.4193514241
-4.4239283,36.7133101,-4.4260204,36.7111857,300.9632390108,19.3264248912
-4.4260204,36.7111857,-4.4277692,36.7096806,228.715925034,13.7317504672
-4.4277692,36.7096806,-4.430666,36.7063777,449.3571538756,26.93949003
-4.430666,36.7063777,-4.4331872,36.7029973,437.496343658,26.2713235926
-4.4331872,36.7029973,-4.436084,36.7003479,391.7705238085,32.5848483728
-4.4251513,36.7171287,-4.4297862,36.7169911,413.408527286,34.4683018604
-4.4297862,36.7169911,-4.4366741,36.7172147,614.4461782073,73.1813419093
-4.4366741,36.7172147,-4.4431221,36.7160881,588.2305093848,70.0459726629
-4.4431221,36.7160881,-4.4481754,36.7151678,461.9054316608,28.3458389001
-4.4368618,36.718208,-4.4447422,36.7187111,704.6198029415,27.6083961363
-4.4447422,36.7187111,-4.4490123,36.7190207,382.1541807899,15.4713043042
-4.4368618,36.718208,-4.4366741,36.7172147,111.7098280629,0.8918007895
-4.4402468,36.7215491,-4.4454718,36.7218415,466.8285359951,19.9521199116
-4.4454718,36.7218415,-4.4487333,36.7225466,301.0775095263,12.8644975565
-4.4306446,36.7115556,-4.4377363,36.7060508,879.9550282294,33.1313819094
-4.4377363,36.7060508,-4.4406438,36.7037542,363.8640171334,13.6994240049
-4.4406438,36.7037542,-4.4449353,36.7004425,531.0178190269,19.9937613203
-4.4299471,36.7111255,-4.4367277,36.7050831,903.7631574631,48.564382217
-4.4367277,36.7050831,-4.4388306,36.7017328,417.0482218925,22.3866303204
-4.4406438,36.7037542,-4.4457614,36.7026704,471.8806001021,20.9191848866
-4.4457614,36.7026704,-4.4524348,36.7000296,663.4658839583,29.3959422315
-4.4524348,36.7000296,-4.4589901,36.6963736,711.9246116748,31.525326104
-4.4524348,36.7000296,-4.4483042,36.697922,436.5075093898,12.2329816842
-4.4483042,36.697922,-4.4430256,36.6953929,548.2470261529,15.36608801
-4.436084,36.7003479,-4.4388306,36.7017328,289.2631268722,18.5294770456
-4.4331872,36.7029973,-4.4367277,36.7050831,391.6817663082,4.7030384464
-4.4367277,36.7050831,-4.4377363,36.7060508,140.2245716033,2.8033112205
-4.436084,36.7003479,-4.4404078,36.6942143,783.5059421493,43.6259517083
-4.443208,36.6896375,-4.4464374,36.6842517,664.508142481,59.9550015188
-4.4464374,36.6842517,-4.4485831,36.6803282,476.3880426235,42.9770059732
-4.4262296,36.717806,-4.4295179,36.7180317,294.1672280812,6.3525445706
